ID,VENUE_NUMBER,SERVICE_ID,TYPE,PHRASE,WEIGHT,FOR_DAY,FULL_TEXT
25440787,171687,58089,CRG,"tv remote",0,"2022-06-21 00:12:24","This is room 308.  The tv remote does not seem to work and could we get an extra blanket?"
25440786,171622,58082,CRG,breakfast,0,"2022-06-20 23:11:56","What time is breakfast?"
25440785,171622,58082,CRG,"hours of operation",0,"2022-06-20 23:11:56","What time is breakfast?"
25440784,171649,58077,CRG,wifi,0,"2022-06-20 22:45:35","Wi-Fi password ?"
25440783,171649,58077,CRG,wifi,0,"2022-06-20 22:45:35","Wi-Fi password ?"
25440782,171622,58075,CRG,"hours of operation",0,"2022-06-20 22:32:26","What time does pool close?"
25440781,171622,58075,CRG,"hours of operation",0,"2022-06-20 22:32:26","What time does pool close?"
25440780,171622,58075,CRG,pool,0,"2022-06-20 22:32:26","What time does pool close?"
25440779,171685,58072,CRG,pool,0,"2022-06-20 22:23:09","Is the pool heated?"
25440778,171685,58071,CRG,wifi,0,"2022-06-20 22:19:32","No TV and no wifi?"
25440777,171687,58061,CRG,wifi,0,"2022-06-20 21:32:55","Can't connect to WiFi"
25440776,171667,58059,CRG,amenities,0,"2022-06-20 21:22:06",Amenities??
25440775,171687,58048,CRG,wifi,0,"2022-06-20 20:50:15","Given wrong key for door, password doesn't work."
25440774,171681,58046,CRG,restaurant,0,"2022-06-20 20:45:05","Is there a menu for the restaurant?"
25440773,171681,58045,CRG,"hours of operation",0,"2022-06-20 20:44:40","What time does the bar open?"
25440772,171681,58045,CRG,"hours of operation",0,"2022-06-20 20:44:40","What time does the bar open?"
25440771,171681,58045,CRG,bar,0,"2022-06-20 20:44:40","What time does the bar open?"
25440770,171685,58041,CRG,wifi,0,"2022-06-20 20:26:49","Is there still Wi-Fi issues?"
25440769,171660,58040,CRG,Check-in,0,"2022-06-20 20:25:41","Gracias. A qué hora puedo hacer el check in ?"
25440768,171649,58038,CRG,wifi,0,"2022-06-20 20:22:55","Wi-Fi password"
25440767,171649,58038,CRG,wifi,0,"2022-06-20 20:22:55","Wi-Fi password"
25440766,171483,58036,CRG,"cancel reservation",0,"2022-06-20 20:12:54","Hello! My flight was cancelled so I am stuck in the mainland until tomorrow. Can I update my reservation to begin tomorrow?"
25440765,521,58034,CRG,"reserve a table",0,"2022-06-20 20:01:31","How dors it work?  Is it just walk in ? To get a table?"
25440764,521,58033,CRG,"reserve a table",0,"2022-06-20 20:00:55","$ for table for 7?"
25440763,171685,58031,CRG,wifi,0,"2022-06-20 19:51:04","Can't connect to internet"
25440762,171685,58029,CRG,wifi,0,"2022-06-20 19:48:20","What is Wi-Fi password"
25440761,171685,58029,CRG,wifi,0,"2022-06-20 19:48:20","What is Wi-Fi password"
25440760,171685,58028,CRG,wifi,0,"2022-06-20 19:47:10","The WiFi isn't working with my email, is there another way to get wifi? Thank you."
25440759,171649,58027,CRG,wifi,0,"2022-06-20 19:43:41","What is the WiFi password"
25440758,171685,58026,CRG,"extra pillow",0,"2022-06-20 19:42:02","Thank you. Please send over two blankets and an extra pillow."
25440757,171685,58025,CRG,wifi,0,"2022-06-20 19:41:10","I need help figuring out the internet connection and getting tv to work"
25440756,171687,58023,CRG,pool,0,"2022-06-20 19:37:19","Hi, is the pool heated?"
25440755,521,58012,CRG,"dress code",0,"2022-06-20 17:26:02","Dress code"
25440754,521,58007,CRG,"reserve a table",0,"2022-06-20 16:32:45","How much to reserve a table"
25440753,521,57995,CRG,"dress code",0,"2022-06-20 14:17:30","Dress code"
25440752,171672,57990,CRG,"checkout time",0,"2022-06-20 13:46:01","Checkout time"
25440751,171416,57986,CRG,"check out",0,"2022-06-20 08:58:48","What time is check out?"
25440750,171416,57986,CRG,"hours of operation",0,"2022-06-20 08:58:48","What time is check out?"
25440749,521,57985,CRG,"reserve a table",0,"2022-06-20 06:10:29",Table
25440748,521,57982,CRG,"Organize Event",0,"2022-06-20 05:58:49","birthday celebration prices?"
25440747,521,57980,CRG,"cover charge",0,"2022-06-20 05:57:37","what’s the cover?"
25440746,521,57979,CRG,program,0,"2022-06-20 05:56:49","hi! why cain of music are you having saturday’s?"
25440745,521,57977,CRG,"dress code",0,"2022-06-20 05:08:27","What is the dress code"
25440744,521,57975,CRG,"reserve a table",0,"2022-06-20 04:44:18","VIP table"
25440743,171557,57953,CRG,"room cleaning",0,"2022-06-20 00:33:02","I made an appointment for room cleaning and it didn't happen."
25440742,171572,57951,CRG,breakfast,0,"2022-06-20 00:11:20","is there breakfast tomorrow morning?"
25440741,171557,57937,CRG,"check out",0,"2022-06-19 22:13:12","Thank you. Only for clean after check out tomorrow thx"
25440740,171687,57924,CRG,phone,0,"2022-06-19 20:50:14","There is no phone here"
25440739,171687,57921,CRG,wifi,0,"2022-06-19 20:33:07","Hey there, I am not able to connect to WiFi . Is that password is correct?"
25440738,171687,57921,CRG,wifi,0,"2022-06-19 20:33:07","Hey there, I am not able to connect to WiFi . Is that password is correct?"
25440737,171688,57919,CRG,wifi,0,"2022-06-19 20:24:33","Disculpa para la clave wifi"
25440736,171483,57917,CRG,parking,0,"2022-06-19 20:10:21","Hi. We're renting a car tomorrow and wonder about parking. Also do you have boogie boards and beach towels to lend? I think I read you did on your website."
25440735,171687,57915,CRG,wifi,0,"2022-06-19 20:07:04","The password you sent doesn't work either"
25440734,171687,57914,CRG,phone,0,"2022-06-19 20:03:50","There is no phone in here"
25440733,171779,57910,CRG,wifi,0,"2022-06-19 19:38:13","What's the wifi password plz"
25440732,171416,57908,CRG,Check-in,0,"2022-06-19 18:07:12","The valet parking gentlemen get a 5 but the check in receptionist get a 2, he found my booking but cost him 15 mins for the process, he wrote 435 on my room key but actually is 432 and I am not sure is he charging me right on my credit card"
25440731,171416,57908,CRG,"valet parking",0,"2022-06-19 18:07:12","The valet parking gentlemen get a 5 but the check in receptionist get a 2, he found my booking but cost him 15 mins for the process, he wrote 435 on my room key but actually is 432 and I am not sure is he charging me right on my credit card"
25440730,521,57907,CRG,reservations,0,"2022-06-19 17:45:50","Reservations cost"
25440729,171687,57903,CRG,"pet policy",0,"2022-06-19 17:19:36","Is our dog welcomed?"
25440728,171687,57902,CRG,"hours of operation",0,"2022-06-19 17:18:56","Next time can we take our dog?"
25440727,171687,57902,CRG,"pet policy",0,"2022-06-19 17:18:56","Next time can we take our dog?"
25440726,171622,57899,CRG,"check out",0,"2022-06-19 16:28:11","10.  Do I need to do anything to check out or can we just leave?"
25440725,171636,57897,CRG,gym,0,"2022-06-19 16:24:15","Can you please make sure Jordan and I have access to the gym?"
25440724,171636,57896,CRG,gym,0,"2022-06-19 16:24:14","Can you please make sure Jordan and I have access to the gym?"
25440723,171651,57880,CRG,"not working",0,"2022-06-19 14:04:48","My room phone is not working"
25440722,171651,57880,CRG,phone,0,"2022-06-19 14:04:48","My room phone is not working"
25440721,171445,57876,CRG,"late checkout",0,"2022-06-19 12:56:51","Thank you! Can we get a late check-out today for 1 PM?"
25440720,171778,57875,CRG,"check out",0,"2022-06-19 12:55:00","We are checking out today so when we leave would be great."
25440719,521,57874,CRG,"bottle service",0,"2022-06-19 12:53:59","How much is a bottle of Buchanan's"
25440718,521,57873,CRG,"reserve a table",0,"2022-06-19 12:53:34","How much is to reserve a table for 8 people"
25440717,171572,57869,CRG,"late checkout",0,"2022-06-19 11:03:55","Late checkout"
25440716,171532,57864,CRG,"shuttle service",0,"2022-06-19 08:23:32","Airport pickup"
25440715,521,57861,CRG,"hours of operation",0,"2022-06-19 05:34:14","vip cutoff time for reserved tables"
25440714,521,57858,CRG,"dress code",0,"2022-06-19 03:05:51","Dress code"
25440713,521,57856,CRG,"dress code",0,"2022-06-19 03:00:12","Dress code"
25440712,171659,57855,CRG,wifi,0,"2022-06-19 02:59:26","Cómo conectarme al internet"
25440711,521,57854,CRG,"dress code",0,"2022-06-19 02:43:12","dress code"
25440710,171691,57848,CRG,"room service",0,"2022-06-19 02:10:21","Room service"
25440709,171778,57844,CRG,breakfast,0,"2022-06-19 01:46:08","Will there be breakfast in the morning?"
25440708,521,57842,CRG,"bottle service",0,"2022-06-19 01:29:31","Bottle service menu"
25440707,521,57840,CRG,"guet list",0,"2022-06-19 01:27:42","Guest list?"
25440706,521,57839,CRG,"cover charge",0,"2022-06-19 01:27:12","Cover charge?"
25440705,521,57838,CRG,"cover charge",0,"2022-06-19 01:26:39","Cover charge and dress code for tonight?"
25440704,521,57838,CRG,"dress code",0,"2022-06-19 01:26:39","Cover charge and dress code for tonight?"
25440703,521,57836,CRG,"reserve a table",0,"2022-06-19 01:15:42","Can we pay for table in advance"
25440702,171778,57834,CRG,breakfast,0,"2022-06-19 00:50:09","Is there any food or breakfast available?"
25440701,171629,57833,CRG,smoking,0,"2022-06-19 00:41:51","it's bad - real bad even in a non smoking room"
25440700,171532,57831,CRG,"room service",0,"2022-06-19 00:33:53","Room service"
25440699,171443,57827,CRG,Check-in,0,"2022-06-19 00:31:52","Seemed unorganized at check in"
25440698,171637,57825,CRG,reservations,0,"2022-06-19 00:24:34","Dinner reservations"
25440697,171633,57817,CRG,wifi,0,"2022-06-18 23:42:38","Clave internet"
25440696,171651,57807,CRG,"checkout time",0,"2022-06-18 22:45:42","Check out time?"
25440695,171649,57806,CRG,amenities,0,"2022-06-18 22:37:58",Amenities
25440694,171637,57791,CRG,reservations,0,"2022-06-18 22:07:10","Is it possible to reserve a cabana?"
25440693,171445,57788,CRG,laundry,0,"2022-06-18 22:01:54","Do you have a laundry service at the hotel?"
25440692,171622,57780,CRG,ATM,0,"2022-06-18 21:40:37",ATM?
25440691,521,57778,CRG,"guet list",0,"2022-06-18 21:37:37","How does guest list work?"
25440690,521,57775,CRG,program,0,"2022-06-18 21:19:51",Events
25440689,521,57772,CRG,"cover charge",0,"2022-06-18 21:15:26","Hi, I would like to know what’s the cover charge, and the COVID vaccines requirements? Thank you"
25440688,171622,57765,CRG,"shuttle service",0,"2022-06-18 20:39:10",Pickup
25440687,171532,57762,CRG,reservations,0,"2022-06-18 20:37:26","We have a reservation already"
25440686,171532,57761,CRG,Check-in,0,"2022-06-18 20:37:14","Hola! We are excited to arrive. We will be there in about an hour. The name is Zinzi de silva. Can we check in prior to arrival"
25440685,171483,57733,CRG,"near by",0,"2022-06-18 20:10:58","Hello, can you recommend a nearby place that is good for massages? And not overly priced?"
25440684,171649,57727,CRG,wifi,0,"2022-06-18 19:38:43","What is the Wi-Fi password"
25440683,171649,57727,CRG,wifi,0,"2022-06-18 19:38:43","What is the Wi-Fi password"
25440682,171583,57725,CRG,"hours of operation",0,"2022-06-18 19:34:03","And how late does it open"
25440681,171583,57724,CRG,pool,0,"2022-06-18 19:33:50","Where can I find the pool"
25440680,521,57722,CRG,reservations,0,"2022-06-18 19:25:55","Cost for table reservations"
25440679,521,57722,CRG,"reserve a table",0,"2022-06-18 19:25:55","Cost for table reservations"
25440678,171779,57721,CRG,"tv remote",0,"2022-06-18 19:23:00","Where can I get a remote control for the TV?"
25440677,171637,57715,CRG,bar,0,"2022-06-18 18:37:33",Bars
25440676,171667,57708,CRG,parking,0,"2022-06-18 17:11:30","4, do not like new parking policy. Much better when assigned spots by room number. Always had a spot near our room."
25440675,521,57705,CRG,"reserve a table",0,"2022-06-18 16:15:45","How can I reserve a table"
25440674,171637,57695,CRG,"checkout time",0,"2022-06-18 14:39:03","checkout time"
25440673,171636,57692,CRG,"check out",0,"2022-06-18 14:33:53","A que hora es el check out"
25440672,171222,57691,CRG,"checkout time",0,"2022-06-18 14:33:23","checkout time"
25440671,171222,57690,CRG,spa,0,"2022-06-18 14:33:09","i would like to make a spa boking"
25440670,171779,57682,CRG,"not clean",0,"2022-06-18 12:38:43","Can I get a new room? This room is dirty and has lots of issues/opportunities"
25440669,521,57673,CRG,"guest pass",0,"2022-06-18 09:54:40","Is guest pass for both guys and girls ?"
25440668,521,57672,CRG,"guet list",0,"2022-06-18 09:52:23","How do we get on the guest list"
25440667,521,57670,CRG,"cover charge",0,"2022-06-18 05:56:43","What is cover fee tonight"
25440666,171688,57668,CRG,wifi,0,"2022-06-18 03:29:07","Deseo claves acceso a internet"
25440665,171622,57667,CRG,"checkout time",0,"2022-06-18 03:05:08","Check out time"
25440664,171622,57666,CRG,"check out",0,"2022-06-18 03:04:09","Hello! We are checking in around 945pm. What time is check out tomorrow?"
25440663,171622,57666,CRG,"hours of operation",0,"2022-06-18 03:04:09","Hello! We are checking in around 945pm. What time is check out tomorrow?"
25440662,171649,57642,CRG,wifi,0,"2022-06-18 00:11:06",WiFi
25440661,521,57641,CRG,"cover charge",0,"2022-06-17 23:46:15","Cover charge"
25440660,171681,57638,CRG,"channel lineup",0,"2022-06-17 23:40:38",Channels
25440659,171633,57636,CRG,wifi,0,"2022-06-17 23:40:11",Wifi
25440658,521,57634,CRG,"dress code",0,"2022-06-17 23:30:57","Dress code"
25440657,521,57633,CRG,"cover charge",0,"2022-06-17 23:30:10","Cover charges"
25440656,171637,57631,CRG,"Organize Event",0,"2022-06-17 23:26:34","Yes! My husbands 42nd birthday is June 26.  We would like to celebrate with a chocolate cake"
25440655,171416,57621,CRG,"near by",0,"2022-06-17 23:16:13","Nearby attractions and restaurants?"
25440654,171416,57621,CRG,attractions,0,"2022-06-17 23:16:13","Nearby attractions and restaurants?"
25440653,171681,57615,CRG,wifi,0,"2022-06-17 22:31:07",Wifi
25440652,171645,57609,CRG,Check-in,0,"2022-06-17 22:13:39","We are 4 hrs out.  Is check in at 9pm fine?"
25440651,171681,57602,CRG,wifi,0,"2022-06-17 22:05:47","Wifi access code"
25440650,171681,57601,CRG,wifi,0,"2022-06-17 22:05:06",Wifi
25440649,171681,57600,CRG,"checkout time",0,"2022-06-17 22:04:58","Checkout time"
25440648,171622,57596,CRG,attractions,0,"2022-06-17 21:53:12",Attractions
25440647,521,57594,CRG,"vip price",0,"2022-06-17 21:50:07","Balcony vip price?"
25440646,171681,57592,CRG,"room service",0,"2022-06-17 21:32:12","Room service?"
25440645,171445,57591,CRG,"room service",0,"2022-06-17 21:20:26","Room service"
25440644,171443,57573,CRG,"Ice machine",0,"2022-06-17 20:12:59","Where is the ice machine?"
25440643,171443,57573,CRG,location,0,"2022-06-17 20:12:59","Where is the ice machine?"
25440642,171637,57566,CRG,"shuttle service",0,"2022-06-17 19:43:48","We have 5 people, arriving at 6:20 am from sfo to Cancun by UA 1145, we need shuttle service. Thank you very much!"
25440641,171778,57565,CRG,"checkout time",0,"2022-06-17 19:43:24","When is checkout time?"
25440640,171685,57563,CRG,"check out",0,"2022-06-17 19:40:58","What time is check out?"
25440639,171685,57563,CRG,"hours of operation",0,"2022-06-17 19:40:58","What time is check out?"
25440638,171685,57562,CRG,wifi,0,"2022-06-17 19:40:46","What's WiFi"
25440637,171779,57560,CRG,"tv remote",0,"2022-06-17 19:40:15","Yes there is no TV remote"
25440636,521,57556,CRG,"dress code",0,"2022-06-17 18:27:37","Dress code"
25440635,521,57555,CRG,"dress code",0,"2022-06-17 18:26:07","Dress codes and price for entrance today"
25440634,171667,57524,CRG,"check out",0,"2022-06-17 14:45:55","Check out"
25440633,171778,57522,CRG,"late checkout",0,"2022-06-17 14:40:17","Can I request late check out?"
25440632,171622,57521,CRG,"hours of operation",0,"2022-06-17 14:26:07","Pool hours?"
25440631,171622,57521,CRG,pool,0,"2022-06-17 14:26:07","Pool hours?"
25440630,171779,57518,CRG,Check-in,0,"2022-06-17 14:10:48","Check in was fine,
Room stunk of cigarettes and sink drain was clogged with cigarette butts,"
25440629,171622,57517,CRG,wifi,0,"2022-06-17 14:06:07","What's the WiFi password?"
25440628,171681,57513,CRG,"checkout time",0,"2022-06-17 12:41:16","Checkout time"
25440627,171644,57512,CRG,wifi,0,"2022-06-17 11:54:53","WiFii password doesn't work"
25440626,171651,57511,CRG,Check-in,0,"2022-06-17 11:30:53","Tried to use the app to check in and every time I tried to use the app it refers me to the call-in number that person never speaks English I have trouble there then the price is never the same as on the app as it is when I call which is frustrating"
25440625,171651,57511,CRG,"hours of operation",0,"2022-06-17 11:30:53","Tried to use the app to check in and every time I tried to use the app it refers me to the call-in number that person never speaks English I have trouble there then the price is never the same as on the app as it is when I call which is frustrating"
25440624,171778,57508,CRG,"check out",0,"2022-06-17 09:24:37","Checking out now."
25440623,171636,57503,CRG,"room service",0,"2022-06-17 09:11:55","Hola buen dia 
Me manda el menú de room service xfavor"
25440622,521,57501,CRG,"bottle service",0,"2022-06-17 05:50:48","Bottle service"
25440621,521,57500,CRG,"reserve a table",0,"2022-06-17 05:50:35","Table prices"
25440620,521,57499,CRG,"cover charge",0,"2022-06-17 05:50:22","Cover charges"
25440619,521,57497,CRG,"bottle service",0,"2022-06-17 04:48:10","Bottle service"
25440618,521,57496,CRG,"bottle service",0,"2022-06-17 04:48:03","How much is bottle servie?"
25440617,171691,57490,CRG,gym,0,"2022-06-17 03:16:46","Yo voy al gym"
25440616,171691,57489,CRG,gym,0,"2022-06-17 03:16:45","Yo voy al gym"
25440615,171688,57487,CRG,"room service",0,"2022-06-17 03:16:28","Room service"
25440614,521,57481,CRG,"dress code",0,"2022-06-17 02:33:34","Dress code"
25440613,521,57480,CRG,"cover charge",0,"2022-06-17 02:33:06","Cover charges"
25440612,521,57479,CRG,"hours of operation",0,"2022-06-17 02:32:41",Hours
25440611,171667,57478,CRG,"check out",0,"2022-06-17 02:32:17","What time is check out?"
25440610,171667,57478,CRG,"hours of operation",0,"2022-06-17 02:32:17","What time is check out?"
25440609,171667,57477,CRG,"late checkout",0,"2022-06-17 02:32:03","Is it possible to get a late check out tomorrow?"
25440608,171779,57474,CRG,restaurant,0,"2022-06-17 02:00:53","Give me restaurant food can be ordered and delivered"
25440607,171672,57473,CRG,"not clean",0,"2022-06-17 02:00:08","Our room is dirty"
25440606,171651,57470,CRG,pool,0,"2022-06-17 01:37:37","Do you have a pool?"
25440605,171688,57462,CRG,wifi,0,"2022-06-17 00:37:00","Una pregunta cual es la clave para acceder al Internet"
25440604,171688,57459,CRG,wifi,0,"2022-06-17 00:18:05","Buenas tardes, me quiero conectar a internet pero no me lo permite, en que señal me puedo conectar, me puede decir por favor, muchas gracias"
25440603,171445,57457,CRG,"late checkout",0,"2022-06-16 23:51:51","Can I ask, do you have late check out available for tomorrow?"
25440602,171688,57455,CRG,"room service",0,"2022-06-16 23:48:49","Room Service"
25440601,171688,57452,CRG,wifi,0,"2022-06-16 23:44:13","Hola me podría proporcional la clave Wi-Fi"
25440600,171644,57445,CRG,wifi,0,"2022-06-16 23:02:43","Cannot find The Lodge Guest 5.0.  Did find The Lodge The Lodge is that wifi yours?"
25440599,171637,57443,CRG,"shuttle service",0,"2022-06-16 22:57:40","Hola! Cómo puedo agendar un Airport shuttle ?"
25440598,171622,57439,CRG,"iron board",0,"2022-06-16 22:40:41","Is there an iron I can use?"
25440597,171649,57437,CRG,"hours of operation",0,"2022-06-16 22:36:12","Plus, we open the refrigerator and water from the freezer poured out all over the food and the floor.  After 8 hours of driving, "disappointed" doesn't quite cover how I feel."
25440596,171649,57437,CRG,"hours of operation",0,"2022-06-16 22:36:12","Plus, we open the refrigerator and water from the freezer poured out all over the food and the floor.  After 8 hours of driving, "disappointed" doesn't quite cover how I feel."
25440595,171649,57437,CRG,refrigerator,0,"2022-06-16 22:36:12","Plus, we open the refrigerator and water from the freezer poured out all over the food and the floor.  After 8 hours of driving, "disappointed" doesn't quite cover how I feel."
25440594,171649,57437,CRG,"cover charge",0,"2022-06-16 22:36:12","Plus, we open the refrigerator and water from the freezer poured out all over the food and the floor.  After 8 hours of driving, "disappointed" doesn't quite cover how I feel."
25440593,171649,57436,CRG,"hours of operation",0,"2022-06-16 22:36:11","Plus, we open the refrigerator and water from the freezer poured out all over the food and the floor.  After 8 hours of driving, "disappointed" doesn't quite cover how I feel."
25440592,171649,57436,CRG,"hours of operation",0,"2022-06-16 22:36:11","Plus, we open the refrigerator and water from the freezer poured out all over the food and the floor.  After 8 hours of driving, "disappointed" doesn't quite cover how I feel."
25440591,171649,57436,CRG,refrigerator,0,"2022-06-16 22:36:11","Plus, we open the refrigerator and water from the freezer poured out all over the food and the floor.  After 8 hours of driving, "disappointed" doesn't quite cover how I feel."
25440590,171649,57436,CRG,"cover charge",0,"2022-06-16 22:36:11","Plus, we open the refrigerator and water from the freezer poured out all over the food and the floor.  After 8 hours of driving, "disappointed" doesn't quite cover how I feel."
25440589,171649,57430,CRG,"hours of operation",0,"2022-06-16 22:02:01","What time doesn't he pool close?"
25440588,171649,57430,CRG,"hours of operation",0,"2022-06-16 22:02:01","What time doesn't he pool close?"
25440587,171649,57430,CRG,pool,0,"2022-06-16 22:02:01","What time doesn't he pool close?"
25440586,171622,57425,CRG,"Ice machine",0,"2022-06-16 21:45:16","Ice machine?"
25440585,171649,57413,CRG,wifi,0,"2022-06-16 21:04:25",Wifi?
25440584,171489,57411,CRG,gym,0,"2022-06-16 21:01:41",Gym
25440583,171649,57396,CRG,wifi,0,"2022-06-16 17:51:54","Yes. What is the wifi password and is there a guest laundr"
25440582,171667,57393,CRG,"air conditioning",0,"2022-06-16 17:11:30","The air conditioning is terrible.  Having 1 unit in a 2 room suite with bathroom is really a poor design."
25440581,171644,57381,CRG,"breakfast time",0,"2022-06-16 14:54:37","Breakfast time"
25440580,171644,57380,CRG,breakfast,0,"2022-06-16 14:54:19",Breakfast
25440579,171636,57378,CRG,"breakfast time",0,"2022-06-16 13:58:36","breakfast time"
25440578,171636,57377,CRG,printer,0,"2022-06-16 13:49:56",printer?
25440577,171613,57375,CRG,breakfast,0,"2022-06-16 13:23:38","Hello, when is check out time and breakfast hours?"
25440576,171613,57375,CRG,"hours of operation",0,"2022-06-16 13:23:38","Hello, when is check out time and breakfast hours?"
25440575,171613,57375,CRG,"checkout time",0,"2022-06-16 13:23:38","Hello, when is check out time and breakfast hours?"
25440574,171778,57374,CRG,"check out",0,"2022-06-16 13:15:40","What time is check out"
25440573,171778,57374,CRG,"hours of operation",0,"2022-06-16 13:15:40","What time is check out"
25440572,171644,57373,CRG,breakfast,0,"2022-06-16 12:57:00","There is no one at the desk and there is no breakfast."
25440571,171615,57369,CRG,Check-in,0,"2022-06-16 12:37:45","Would you have someone check sink stopper in room 113 please will not pop up thank you room 112"
25440570,171532,57368,CRG,reservations,0,"2022-06-16 12:31:21","Can I make dinner reservations now"
25440569,171637,57366,CRG,"check out",0,"2022-06-16 12:15:23","Horario de checkout"
25440568,521,57362,CRG,"cover charge",0,"2022-06-16 05:53:26","Cover charges"
25440567,521,57360,CRG,"reserve a table",0,"2022-06-16 05:53:06","Price for reserving table"
25440566,521,57356,CRG,"cover charge",0,"2022-06-16 04:35:29","What is the cover charge for Friday?"
25440565,171644,57335,CRG,wifi,0,"2022-06-16 01:33:52","We are unable to access wifi."
25440564,171681,57325,CRG,reservations,0,"2022-06-15 22:40:17","I am checked in now.   In room 523.

Tomorrow I have this reservation"
25440563,171681,57325,CRG,Check-in,0,"2022-06-15 22:40:17","I am checked in now.   In room 523.

Tomorrow I have this reservation"
25440562,521,57321,CRG,"dress code",0,"2022-06-15 22:33:37","Dress code"
25440561,171681,57320,CRG,reservations,0,"2022-06-15 22:30:43","Can you help me link my reservation for tonight with my reservation for 6/16 and beyond so I don't have to check out tomorrow and then check back in?   Thanks."
25440560,171681,57320,CRG,Check-in,0,"2022-06-15 22:30:43","Can you help me link my reservation for tonight with my reservation for 6/16 and beyond so I don't have to check out tomorrow and then check back in?   Thanks."
25440559,171681,57320,CRG,"check out",0,"2022-06-15 22:30:43","Can you help me link my reservation for tonight with my reservation for 6/16 and beyond so I don't have to check out tomorrow and then check back in?   Thanks."
25440558,171416,57312,CRG,bar,0,"2022-06-15 21:59:44","Hello, where can we bring our pet on the property? And is there a bar on the property where we can go to?"
25440557,171416,57312,CRG,"pet policy",0,"2022-06-15 21:59:44","Hello, where can we bring our pet on the property? And is there a bar on the property where we can go to?"
25440556,171557,57310,CRG,smoking,0,"2022-06-15 21:30:54","I didn't smoke !"
25440555,171557,57309,CRG,smoking,0,"2022-06-15 21:30:10","I didn't smoke"
25440554,171557,57308,CRG,smoking,0,"2022-06-15 21:29:53","Why was I charged a smoking fee I didn't smoke in the room"
25440553,171557,57308,CRG,smoking,0,"2022-06-15 21:29:53","Why was I charged a smoking fee I didn't smoke in the room"
25440552,171480,57301,CRG,Check-in,0,"2022-06-15 20:47:57","10 / Ten minutes to check in."
25440551,171649,57299,CRG,wifi,0,"2022-06-15 20:29:41","Hello! What is the wifi passcode?"
25440550,171688,57275,CRG,wifi,0,"2022-06-15 16:28:52","Cuál es la clave de internet???"
25440549,171672,57262,CRG,"check out",0,"2022-06-15 13:42:38",Checkout
25440548,171622,57259,CRG,"check out",0,"2022-06-15 12:51:43","What time is check out?"
25440547,171622,57259,CRG,"hours of operation",0,"2022-06-15 12:51:43","What time is check out?"
25440546,171651,57257,CRG,billing,0,"2022-06-15 12:43:16","I still need a receipt for my room"
25440545,171651,57256,CRG,"check out",0,"2022-06-15 12:40:51","We have checked out"
25440544,171651,57255,CRG,billing,0,"2022-06-15 12:40:30","Receipt for my room"
25440543,521,57249,CRG,"cover charge",0,"2022-06-15 05:29:50","Cover charge on Aug 14¿"
25440542,521,57248,CRG,"cover charge",0,"2022-06-15 05:28:50","Cover charge on Aug 14,2022?"
25440541,521,57247,CRG,"cover charge",0,"2022-06-15 05:27:54","Hi how much are your cover charge ?"
25440540,171649,57243,CRG,breakfast,0,"2022-06-15 04:58:59","Breakfast hours"
25440539,171649,57243,CRG,"hours of operation",0,"2022-06-15 04:58:59","Breakfast hours"
25440538,171644,57242,CRG,"check out",0,"2022-06-15 04:49:52","What time is check out?"
25440537,171644,57242,CRG,"hours of operation",0,"2022-06-15 04:49:52","What time is check out?"
25440536,171613,57233,CRG,pool,0,"2022-06-15 02:24:37","Hi. Do you have a pool?"
25440535,171613,57232,CRG,wifi,0,"2022-06-15 02:13:07","What's the WiFi password? Thanks"
25440534,171615,57229,CRG,amenities,0,"2022-06-15 01:49:25",Amenities
25440533,171613,57223,CRG,breakfast,0,"2022-06-15 01:31:38","What are the hours for breakfast, please?"
25440532,171613,57223,CRG,"hours of operation",0,"2022-06-15 01:31:38","What are the hours for breakfast, please?"
25440531,171532,57219,CRG,gym,0,"2022-06-15 01:24:30","Classes at gym"
25440530,171532,57218,CRG,gym,0,"2022-06-15 01:24:18","What are fitness classes at the gym"
25440529,171636,57214,CRG,"room service",0,"2022-06-15 01:17:21","Me puede enviar el menú de room service  por aqui ?"
25440528,171649,57208,CRG,laundry,0,"2022-06-15 00:11:44","Do we have a laundry room?"
25440527,171779,57207,CRG,"safety deposit box",0,"2022-06-14 23:41:22",Safe
25440526,171779,57206,CRG,amenities,0,"2022-06-14 23:41:08",Amenities
25440525,171688,57199,CRG,"room service",0,"2022-06-14 22:38:27","Menú de Room service"
25440524,171667,57197,CRG,"check out",0,"2022-06-14 22:35:01","I will after I check out"
25440523,171691,57191,CRG,"check out",0,"2022-06-14 22:02:25","Quisiera ver si el. Día de mañana puedo hacer el check out alas 13 hrs?"
25440522,521,57187,CRG,"bottle service",0,"2022-06-14 21:18:38","bottle service"
25440521,521,57186,CRG,reservations,0,"2022-06-14 21:18:22","table reservation"
25440520,521,57186,CRG,"reserve a table",0,"2022-06-14 21:18:22","table reservation"
25440519,171532,57184,CRG,Check-in,0,"2022-06-14 21:08:17","If I want to set up a private dinner on the beach, do I set it up at check in?"
25440518,171645,57177,CRG,Check-in,0,"2022-06-14 20:41:20","Check in to me?"
25440517,171778,57167,CRG,wifi,0,"2022-06-14 20:02:18","Can't connect to internet"
25440516,171637,57164,CRG,refrigerator,0,"2022-06-14 19:46:33","Restock mini fridge"
25440515,171637,57163,CRG,refrigerator,0,"2022-06-14 19:46:25","Mini fridge"
